baseline,seed,num_agents,success,success_rate,solver,instance_makespan,lower_bound_steps,lower_bound_distance,makespan_over_lower_bound,sum_of_costs,waiting_time_agent_steps,throughput_tasks_per_1000_steps,conflicts_total,elapsed_assignment_s,elapsed_planner_s,elapsed_s,starts_json,goals_json,diagnostics_json
hungarian_cbs,0,15,False,0.0,prioritized_graph_astar,0,76,65900.0,inf,0,29,0.0,0,0.00033310000435449183,0.7017625000007683,0.7020956000051228,"{""agv_0"": ""2573"", ""agv_1"": ""2688"", ""agv_10"": ""2494"", ""agv_11"": ""0536"", ""agv_12"": ""2874"", ""agv_13"": ""0022"", ""agv_14"": ""2703"", ""agv_2"": ""2430"", ""agv_3"": ""2311"", ""agv_4"": ""2635"", ""agv_5"": ""0585"", ""agv_6"": ""2921"", ""agv_7"": ""2217"", ""agv_8"": ""2834"", ""agv_9"": ""0704""}","{""agv_0"": ""0196"", ""agv_1"": ""0004"", ""agv_10"": ""2425"", ""agv_11"": ""2314"", ""agv_12"": ""2385"", ""agv_13"": ""2453"", ""agv_14"": ""2224"", ""agv_2"": ""0396"", ""agv_3"": ""0550"", ""agv_4"": ""2585"", ""agv_5"": ""0256"", ""agv_6"": ""2734"", ""agv_7"": ""2286"", ""agv_8"": ""2767"", ""agv_9"": ""0205""}","{""assigned_agents"": 15, ""assignment"": ""hungarian_goal"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_12""}"
fifo_nearest,0,15,True,1.0,prioritized_graph_astar,95,95,86600.0,1.0,611,814,157.89473684210526,0,0.00010380000458098948,0.01603860000614077,0.016142400010721758,"{""agv_0"": ""2573"", ""agv_1"": ""2688"", ""agv_10"": ""2494"", ""agv_11"": ""0536"", ""agv_12"": ""2874"", ""agv_13"": ""0022"", ""agv_14"": ""2703"", ""agv_2"": ""2430"", ""agv_3"": ""2311"", ""agv_4"": ""2635"", ""agv_5"": ""0585"", ""agv_6"": ""2921"", ""agv_7"": ""2217"", ""agv_8"": ""2834"", ""agv_9"": ""0704""}","{""agv_0"": ""2314"", ""agv_1"": ""2385"", ""agv_10"": ""0196"", ""agv_11"": ""0396"", ""agv_12"": ""2734"", ""agv_13"": ""0550"", ""agv_14"": ""2453"", ""agv_2"": ""2767"", ""agv_3"": ""0205"", ""agv_4"": ""2585"", ""agv_5"": ""0256"", ""agv_6"": ""0004"", ""agv_7"": ""2286"", ""agv_8"": ""2425"", ""agv_9"": ""2224""}","{""assigned_agents"": 15, ""assignment"": ""fifo_nearest_goal"", ""external_backend_enabled"": false}"
opentcs_default_emulator,0,15,False,0.0,opentcs_default_emulator,512,78,67300.0,inf,569,7111,0.0,0,0.00013329999637790024,0.02875129999301862,0.02888459998939652,"{""agv_0"": ""2573"", ""agv_1"": ""2688"", ""agv_10"": ""2494"", ""agv_11"": ""0536"", ""agv_12"": ""2874"", ""agv_13"": ""0022"", ""agv_14"": ""2703"", ""agv_2"": ""2430"", ""agv_3"": ""2311"", ""agv_4"": ""2635"", ""agv_5"": ""0585"", ""agv_6"": ""2921"", ""agv_7"": ""2217"", ""agv_8"": ""2834"", ""agv_9"": ""0704""}","{""agv_0"": ""0196"", ""agv_1"": ""0004"", ""agv_10"": ""2224"", ""agv_11"": ""0205"", ""agv_12"": ""2734"", ""agv_13"": ""0550"", ""agv_14"": ""2286"", ""agv_2"": ""0256"", ""agv_3"": ""0396"", ""agv_4"": ""2585"", ""agv_5"": ""2314"", ""agv_6"": ""2767"", ""agv_7"": ""2385"", ""agv_8"": ""2425"", ""agv_9"": ""2453""}","{""assigned_agents"": 15, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 476, ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 473, ""routes"": {""agv_0"": 16, ""agv_1"": 32, ""agv_10"": 17, ""agv_11"": 22, ""agv_12"": 30, ""agv_13"": 23, ""agv_14"": 41, ""agv_2"": 62, ""agv_3"": 63, ""agv_4"": 33, ""agv_5"": 48, ""agv_6"": 40, ""agv_7"": 19, ""agv_8"": 55, ""agv_9"": 78}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
cbs,1,15,False,0.0,prioritized_graph_astar,0,105,94150.0,inf,0,45,0.0,0,0.0,1.3572199000045657,1.3572199000045657,"{""agv_0"": ""2447"", ""agv_1"": ""2282"", ""agv_10"": ""2708"", ""agv_11"": ""0511"", ""agv_12"": ""0543"", ""agv_13"": ""2296"", ""agv_14"": ""0720"", ""agv_2"": ""0620"", ""agv_3"": ""0272"", ""agv_4"": ""0328"", ""agv_5"": ""2774"", ""agv_6"": ""2037"", ""agv_7"": ""2600"", ""agv_8"": ""2700"", ""agv_9"": ""0042""}","{""agv_0"": ""2881"", ""agv_1"": ""2736"", ""agv_10"": ""0592"", ""agv_11"": ""0587"", ""agv_12"": ""2668"", ""agv_13"": ""2713"", ""agv_14"": ""2880"", ""agv_2"": ""2224"", ""agv_3"": ""0522"", ""agv_4"": ""2052"", ""agv_5"": ""0354"", ""agv_6"": ""0799"", ""agv_7"": ""0196"", ""agv_8"": ""2613"", ""agv_9"": ""2770""}","{""assignment"": ""fixed_agent_goal_pairs"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_14""}"
priority_search,1,15,True,1.0,priority_search,105,105,94150.0,1.0,906,669,142.85714285714286,0,0.0,1.4117259000049671,1.4117259000049671,"{""agv_0"": ""2447"", ""agv_1"": ""2282"", ""agv_10"": ""2708"", ""agv_11"": ""0511"", ""agv_12"": ""0543"", ""agv_13"": ""2296"", ""agv_14"": ""0720"", ""agv_2"": ""0620"", ""agv_3"": ""0272"", ""agv_4"": ""0328"", ""agv_5"": ""2774"", ""agv_6"": ""2037"", ""agv_7"": ""2600"", ""agv_8"": ""2700"", ""agv_9"": ""0042""}","{""agv_0"": ""2881"", ""agv_1"": ""2736"", ""agv_10"": ""0592"", ""agv_11"": ""0587"", ""agv_12"": ""2668"", ""agv_13"": ""2713"", ""agv_14"": ""2880"", ""agv_2"": ""2224"", ""agv_3"": ""0522"", ""agv_4"": ""2052"", ""agv_5"": ""0354"", ""agv_6"": ""0799"", ""agv_7"": ""0196"", ""agv_8"": ""2613"", ""agv_9"": ""2770""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 2, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_10"", ""agv_11"", ""agv_12"", ""agv_13"", ""agv_14"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9""]}"
hungarian_cbs,1,15,False,0.0,prioritized_graph_astar,0,90,80250.0,inf,0,33,0.0,0,0.00024760000815149397,1.2268705000024056,1.227118100010557,"{""agv_0"": ""2447"", ""agv_1"": ""2282"", ""agv_10"": ""2708"", ""agv_11"": ""0511"", ""agv_12"": ""0543"", ""agv_13"": ""2296"", ""agv_14"": ""0720"", ""agv_2"": ""0620"", ""agv_3"": ""0272"", ""agv_4"": ""0328"", ""agv_5"": ""2774"", ""agv_6"": ""2037"", ""agv_7"": ""2600"", ""agv_8"": ""2700"", ""agv_9"": ""0042""}","{""agv_0"": ""2224"", ""agv_1"": ""0587"", ""agv_10"": ""2736"", ""agv_11"": ""2713"", ""agv_12"": ""0522"", ""agv_13"": ""2880"", ""agv_14"": ""2668"", ""agv_2"": ""0592"", ""agv_3"": ""0799"", ""agv_4"": ""2770"", ""agv_5"": ""2881"", ""agv_6"": ""0196"", ""agv_7"": ""2052"", ""agv_8"": ""2613"", ""agv_9"": ""0354""}","{""assigned_agents"": 15, ""assignment"": ""hungarian_goal"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_10""}"
fifo_nearest,1,15,True,1.0,prioritized_graph_astar,104,104,93200.0,1.0,598,962,144.23076923076923,0,0.0001036000030580908,0.06593559999600984,0.06603919999906793,"{""agv_0"": ""2447"", ""agv_1"": ""2282"", ""agv_10"": ""2708"", ""agv_11"": ""0511"", ""agv_12"": ""0543"", ""agv_13"": ""2296"", ""agv_14"": ""0720"", ""agv_2"": ""0620"", ""agv_3"": ""0272"", ""agv_4"": ""0328"", ""agv_5"": ""2774"", ""agv_6"": ""2037"", ""agv_7"": ""2600"", ""agv_8"": ""2700"", ""agv_9"": ""0042""}","{""agv_0"": ""2880"", ""agv_1"": ""2713"", ""agv_10"": ""2613"", ""agv_11"": ""0522"", ""agv_12"": ""0799"", ""agv_13"": ""2224"", ""agv_14"": ""0592"", ""agv_2"": ""2770"", ""agv_3"": ""2668"", ""agv_4"": ""0587"", ""agv_5"": ""2881"", ""agv_6"": ""2736"", ""agv_7"": ""2052"", ""agv_8"": ""0196"", ""agv_9"": ""0354""}","{""assigned_agents"": 15, ""assignment"": ""fifo_nearest_goal"", ""external_backend_enabled"": false}"
opentcs_default_emulator,1,15,False,0.0,opentcs_default_emulator,512,72,66400.0,inf,484,7196,0.0,0,0.00012399999832268804,0.028778699997928925,0.028902699996251613,"{""agv_0"": ""2447"", ""agv_1"": ""2282"", ""agv_10"": ""2708"", ""agv_11"": ""0511"", ""agv_12"": ""0543"", ""agv_13"": ""2296"", ""agv_14"": ""0720"", ""agv_2"": ""0620"", ""agv_3"": ""0272"", ""agv_4"": ""0328"", ""agv_5"": ""2774"", ""agv_6"": ""2037"", ""agv_7"": ""2600"", ""agv_8"": ""2700"", ""agv_9"": ""0042""}","{""agv_0"": ""2224"", ""agv_1"": ""0799"", ""agv_10"": ""2052"", ""agv_11"": ""0522"", ""agv_12"": ""0592"", ""agv_13"": ""0587"", ""agv_14"": ""0354"", ""agv_2"": ""0196"", ""agv_3"": ""2770"", ""agv_4"": ""2613"", ""agv_5"": ""2736"", ""agv_6"": ""2713"", ""agv_7"": ""2880"", ""agv_8"": ""2668"", ""agv_9"": ""2881""}","{""assigned_agents"": 15, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 2397, ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 2390, ""routes"": {""agv_0"": 31, ""agv_1"": 31, ""agv_10"": 30, ""agv_11"": 2, ""agv_12"": 6, ""agv_13"": 44, ""agv_14"": 53, ""agv_2"": 54, ""agv_3"": 71, ""agv_4"": 72, ""agv_5"": 22, ""agv_6"": 37, ""agv_7"": 45, ""agv_8"": 56, ""agv_9"": 72}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
cbs,2,15,True,1.0,prioritized_graph_astar,133,105,92850.0,1.2666666666666666,765,1230,112.78195488721803,0,0.0,0.03352350000932347,0.03352350000932347,"{""agv_0"": ""0279"", ""agv_1"": ""0721"", ""agv_10"": ""0587"", ""agv_11"": ""0226"", ""agv_12"": ""2608"", ""agv_13"": ""2950"", ""agv_14"": ""0413"", ""agv_2"": ""2320"", ""agv_3"": ""0304"", ""agv_4"": ""2686"", ""agv_5"": ""2898"", ""agv_6"": ""2790"", ""agv_7"": ""0525"", ""agv_8"": ""2310"", ""agv_9"": ""2010""}","{""agv_0"": ""2568"", ""agv_1"": ""0621"", ""agv_10"": ""0528"", ""agv_11"": ""2495"", ""agv_12"": ""2508"", ""agv_13"": ""0432"", ""agv_14"": ""2026"", ""agv_2"": ""2690"", ""agv_3"": ""2472"", ""agv_4"": ""0928"", ""agv_5"": ""0573"", ""agv_6"": ""2715"", ""agv_7"": ""0366"", ""agv_8"": ""2372"", ""agv_9"": ""0546""}","{""assignment"": ""fixed_agent_goal_pairs"", ""external_backend_enabled"": false}"
priority_search,2,15,True,1.0,priority_search,133,105,92850.0,1.2666666666666666,765,1230,112.78195488721803,0,0.0,0.04016460001002997,0.04016460001002997,"{""agv_0"": ""0279"", ""agv_1"": ""0721"", ""agv_10"": ""0587"", ""agv_11"": ""0226"", ""agv_12"": ""2608"", ""agv_13"": ""2950"", ""agv_14"": ""0413"", ""agv_2"": ""2320"", ""agv_3"": ""0304"", ""agv_4"": ""2686"", ""agv_5"": ""2898"", ""agv_6"": ""2790"", ""agv_7"": ""0525"", ""agv_8"": ""2310"", ""agv_9"": ""2010""}","{""agv_0"": ""2568"", ""agv_1"": ""0621"", ""agv_10"": ""0528"", ""agv_11"": ""2495"", ""agv_12"": ""2508"", ""agv_13"": ""0432"", ""agv_14"": ""2026"", ""agv_2"": ""2690"", ""agv_3"": ""2472"", ""agv_4"": ""0928"", ""agv_5"": ""0573"", ""agv_6"": ""2715"", ""agv_7"": ""0366"", ""agv_8"": ""2372"", ""agv_9"": ""0546""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9"", ""agv_10"", ""agv_11"", ""agv_12"", ""agv_13"", ""agv_14""]}"
hungarian_cbs,2,15,False,0.0,prioritized_graph_astar,0,83,74300.0,inf,0,20,0.0,0,0.00024070001381915063,1.689246900001308,1.689487600015127,"{""agv_0"": ""0279"", ""agv_1"": ""0721"", ""agv_10"": ""0587"", ""agv_11"": ""0226"", ""agv_12"": ""2608"", ""agv_13"": ""2950"", ""agv_14"": ""0413"", ""agv_2"": ""2320"", ""agv_3"": ""0304"", ""agv_4"": ""2686"", ""agv_5"": ""2898"", ""agv_6"": ""2790"", ""agv_7"": ""0525"", ""agv_8"": ""2310"", ""agv_9"": ""2010""}","{""agv_0"": ""0928"", ""agv_1"": ""0621"", ""agv_10"": ""2026"", ""agv_11"": ""0366"", ""agv_12"": ""2472"", ""agv_13"": ""2715"", ""agv_14"": ""0432"", ""agv_2"": ""2372"", ""agv_3"": ""2690"", ""agv_4"": ""2495"", ""agv_5"": ""2508"", ""agv_6"": ""2568"", ""agv_7"": ""0546"", ""agv_8"": ""0528"", ""agv_9"": ""0573""}","{""assigned_agents"": 15, ""assignment"": ""hungarian_goal"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_13""}"
fifo_nearest,2,15,True,1.0,prioritized_graph_astar,73,73,65400.0,1.0,467,628,205.4794520547945,0,0.00011019999510608613,0.01362630000221543,0.013736499997321516,"{""agv_0"": ""0279"", ""agv_1"": ""0721"", ""agv_10"": ""0587"", ""agv_11"": ""0226"", ""agv_12"": ""2608"", ""agv_13"": ""2950"", ""agv_14"": ""0413"", ""agv_2"": ""2320"", ""agv_3"": ""0304"", ""agv_4"": ""2686"", ""agv_5"": ""2898"", ""agv_6"": ""2790"", ""agv_7"": ""0525"", ""agv_8"": ""2310"", ""agv_9"": ""2010""}","{""agv_0"": ""0366"", ""agv_1"": ""2508"", ""agv_10"": ""0546"", ""agv_11"": ""0573"", ""agv_12"": ""2690"", ""agv_13"": ""2495"", ""agv_14"": ""0432"", ""agv_2"": ""2372"", ""agv_3"": ""2026"", ""agv_4"": ""2472"", ""agv_5"": ""2715"", ""agv_6"": ""2568"", ""agv_7"": ""0928"", ""agv_8"": ""0528"", ""agv_9"": ""0621""}","{""assigned_agents"": 15, ""assignment"": ""fifo_nearest_goal"", ""external_backend_enabled"": false}"
opentcs_default_emulator,2,15,False,0.0,opentcs_default_emulator,512,59,52800.0,inf,417,7263,0.0,0,0.0001238000113517046,0.02607380000699777,0.026197600018349476,"{""agv_0"": ""0279"", ""agv_1"": ""0721"", ""agv_10"": ""0587"", ""agv_11"": ""0226"", ""agv_12"": ""2608"", ""agv_13"": ""2950"", ""agv_14"": ""0413"", ""agv_2"": ""2320"", ""agv_3"": ""0304"", ""agv_4"": ""2686"", ""agv_5"": ""2898"", ""agv_6"": ""2790"", ""agv_7"": ""0525"", ""agv_8"": ""2310"", ""agv_9"": ""2010""}","{""agv_0"": ""0928"", ""agv_1"": ""0573"", ""agv_10"": ""0546"", ""agv_11"": ""0366"", ""agv_12"": ""2495"", ""agv_13"": ""2508"", ""agv_14"": ""0432"", ""agv_2"": ""2372"", ""agv_3"": ""0528"", ""agv_4"": ""2472"", ""agv_5"": ""2568"", ""agv_6"": ""2715"", ""agv_7"": ""2026"", ""agv_8"": ""0621"", ""agv_9"": ""2690""}","{""assigned_agents"": 15, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 972, ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 967, ""routes"": {""agv_0"": 22, ""agv_1"": 41, ""agv_10"": 21, ""agv_11"": 14, ""agv_12"": 22, ""agv_13"": 36, ""agv_14"": 3, ""agv_2"": 7, ""agv_3"": 40, ""agv_4"": 29, ""agv_5"": 40, ""agv_6"": 44, ""agv_7"": 17, ""agv_8"": 54, ""agv_9"": 59}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": true}"
cbs,3,15,True,1.0,prioritized_graph_astar,96,96,87400.0,1.0,748,692,156.25,0,0.0,0.015593300006003119,0.015593300006003119,"{""agv_0"": ""2410"", ""agv_1"": ""0400"", ""agv_10"": ""0283"", ""agv_11"": ""0699"", ""agv_12"": ""0532"", ""agv_13"": ""2582"", ""agv_14"": ""0403"", ""agv_2"": ""2004"", ""agv_3"": ""2007"", ""agv_4"": ""0618"", ""agv_5"": ""2490"", ""agv_6"": ""0489"", ""agv_7"": ""2066"", ""agv_8"": ""2667"", ""agv_9"": ""2033""}","{""agv_0"": ""2246"", ""agv_1"": ""0396"", ""agv_10"": ""0203"", ""agv_11"": ""2342"", ""agv_12"": ""2596"", ""agv_13"": ""2364"", ""agv_14"": ""2808"", ""agv_2"": ""0271"", ""agv_3"": ""2677"", ""agv_4"": ""0182"", ""agv_5"": ""2766"", ""agv_6"": ""0313"", ""agv_7"": ""0922"", ""agv_8"": ""0377"", ""agv_9"": ""2518""}","{""assignment"": ""fixed_agent_goal_pairs"", ""external_backend_enabled"": false}"
priority_search,3,15,True,1.0,priority_search,96,96,87400.0,1.0,748,692,156.25,0,0.0,0.023373200005153194,0.023373200005153194,"{""agv_0"": ""2410"", ""agv_1"": ""0400"", ""agv_10"": ""0283"", ""agv_11"": ""0699"", ""agv_12"": ""0532"", ""agv_13"": ""2582"", ""agv_14"": ""0403"", ""agv_2"": ""2004"", ""agv_3"": ""2007"", ""agv_4"": ""0618"", ""agv_5"": ""2490"", ""agv_6"": ""0489"", ""agv_7"": ""2066"", ""agv_8"": ""2667"", ""agv_9"": ""2033""}","{""agv_0"": ""2246"", ""agv_1"": ""0396"", ""agv_10"": ""0203"", ""agv_11"": ""2342"", ""agv_12"": ""2596"", ""agv_13"": ""2364"", ""agv_14"": ""2808"", ""agv_2"": ""0271"", ""agv_3"": ""2677"", ""agv_4"": ""0182"", ""agv_5"": ""2766"", ""agv_6"": ""0313"", ""agv_7"": ""0922"", ""agv_8"": ""0377"", ""agv_9"": ""2518""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9"", ""agv_10"", ""agv_11"", ""agv_12"", ""agv_13"", ""agv_14""]}"
hungarian_cbs,3,15,True,1.0,prioritized_graph_astar,66,66,60400.0,1.0,360,630,227.27272727272725,0,0.00024750000739004463,0.011871000009705313,0.012118500017095357,"{""agv_0"": ""2410"", ""agv_1"": ""0400"", ""agv_10"": ""0283"", ""agv_11"": ""0699"", ""agv_12"": ""0532"", ""agv_13"": ""2582"", ""agv_14"": ""0403"", ""agv_2"": ""2004"", ""agv_3"": ""2007"", ""agv_4"": ""0618"", ""agv_5"": ""2490"", ""agv_6"": ""0489"", ""agv_7"": ""2066"", ""agv_8"": ""2667"", ""agv_9"": ""2033""}","{""agv_0"": ""2342"", ""agv_1"": ""0271"", ""agv_10"": ""0313"", ""agv_11"": ""2364"", ""agv_12"": ""0377"", ""agv_13"": ""2596"", ""agv_14"": ""0203"", ""agv_2"": ""0396"", ""agv_3"": ""0922"", ""agv_4"": ""2766"", ""agv_5"": ""0182"", ""agv_6"": ""2518"", ""agv_7"": ""2808"", ""agv_8"": ""2677"", ""agv_9"": ""2246""}","{""assigned_agents"": 15, ""assignment"": ""hungarian_goal"", ""external_backend_enabled"": false}"
fifo_nearest,3,15,True,1.0,prioritized_graph_astar,97,97,88350.0,1.0,416,1039,154.63917525773198,0,0.00010010000551119447,0.012904400005936623,0.013004500011447817,"{""agv_0"": ""2410"", ""agv_1"": ""0400"", ""agv_10"": ""0283"", ""agv_11"": ""0699"", ""agv_12"": ""0532"", ""agv_13"": ""2582"", ""agv_14"": ""0403"", ""agv_2"": ""2004"", ""agv_3"": ""2007"", ""agv_4"": ""0618"", ""agv_5"": ""2490"", ""agv_6"": ""0489"", ""agv_7"": ""2066"", ""agv_8"": ""2667"", ""agv_9"": ""2033""}","{""agv_0"": ""2342"", ""agv_1"": ""2808"", ""agv_10"": ""0271"", ""agv_11"": ""2364"", ""agv_12"": ""0922"", ""agv_13"": ""2518"", ""agv_14"": ""0203"", ""agv_2"": ""0396"", ""agv_3"": ""0313"", ""agv_4"": ""2596"", ""agv_5"": ""0182"", ""agv_6"": ""0377"", ""agv_7"": ""2766"", ""agv_8"": ""2677"", ""agv_9"": ""2246""}","{""assigned_agents"": 15, ""assignment"": ""fifo_nearest_goal"", ""external_backend_enabled"": false}"
opentcs_default_emulator,3,15,True,1.0,opentcs_default_emulator,55,55,48150.0,1.0,390,435,272.7272727272727,0,0.0001534000039100647,0.003221299994038418,0.0033746999979484826,"{""agv_0"": ""2410"", ""agv_1"": ""0400"", ""agv_10"": ""0283"", ""agv_11"": ""0699"", ""agv_12"": ""0532"", ""agv_13"": ""2582"", ""agv_14"": ""0403"", ""agv_2"": ""2004"", ""agv_3"": ""2007"", ""agv_4"": ""0618"", ""agv_5"": ""2490"", ""agv_6"": ""0489"", ""agv_7"": ""2066"", ""agv_8"": ""2667"", ""agv_9"": ""2033""}","{""agv_0"": ""2342"", ""agv_1"": ""0271"", ""agv_10"": ""0313"", ""agv_11"": ""0922"", ""agv_12"": ""0203"", ""agv_13"": ""0182"", ""agv_14"": ""0377"", ""agv_2"": ""0396"", ""agv_3"": ""2246"", ""agv_4"": ""2364"", ""agv_5"": ""2518"", ""agv_6"": ""2596"", ""agv_7"": ""2766"", ""agv_8"": ""2677"", ""agv_9"": ""2808""}","{""assigned_agents"": 15, ""assignment"": ""opentcs_default_dispatcher_vehicle_first_cost_greedy"", ""blocked_move_requests"": 2, ""emulation_scope"": ""dispatcher_router_scheduler"", ""queued_retries"": 0, ""routes"": {""agv_0"": 9, ""agv_1"": 18, ""agv_10"": 3, ""agv_11"": 38, ""agv_12"": 18, ""agv_13"": 18, ""agv_14"": 49, ""agv_2"": 23, ""agv_3"": 39, ""agv_4"": 55, ""agv_5"": 20, ""agv_6"": 52, ""agv_7"": 7, ""agv_8"": 1, ""agv_9"": 40}, ""routing"": ""individual_shortest_path_distance"", ""scheduler"": ""queued_resource_allocator_emulator"", ""timed_out"": false}"
cbs,4,15,True,1.0,prioritized_graph_astar,98,98,87650.0,1.0,930,540,153.06122448979593,0,0.0,0.014840700008790009,0.014840700008790009,"{""agv_0"": ""2828"", ""agv_1"": ""2556"", ""agv_10"": ""2918"", ""agv_11"": ""2287"", ""agv_12"": ""0456"", ""agv_13"": ""2866"", ""agv_14"": ""2384"", ""agv_2"": ""2956"", ""agv_3"": ""2965"", ""agv_4"": ""2029"", ""agv_5"": ""2780"", ""agv_6"": ""0396"", ""agv_7"": ""0676"", ""agv_8"": ""2825"", ""agv_9"": ""0236""}","{""agv_0"": ""2225"", ""agv_1"": ""2496"", ""agv_10"": ""2345"", ""agv_11"": ""0351"", ""agv_12"": ""0630"", ""agv_13"": ""0555"", ""agv_14"": ""2670"", ""agv_2"": ""0264"", ""agv_3"": ""2676"", ""agv_4"": ""2911"", ""agv_5"": ""2417"", ""agv_6"": ""2926"", ""agv_7"": ""2951"", ""agv_8"": ""2007"", ""agv_9"": ""2068""}","{""assignment"": ""fixed_agent_goal_pairs"", ""external_backend_enabled"": false}"
priority_search,4,15,True,1.0,priority_search,98,98,87650.0,1.0,930,540,153.06122448979593,0,0.0,0.025206100006471388,0.025206100006471388,"{""agv_0"": ""2828"", ""agv_1"": ""2556"", ""agv_10"": ""2918"", ""agv_11"": ""2287"", ""agv_12"": ""0456"", ""agv_13"": ""2866"", ""agv_14"": ""2384"", ""agv_2"": ""2956"", ""agv_3"": ""2965"", ""agv_4"": ""2029"", ""agv_5"": ""2780"", ""agv_6"": ""0396"", ""agv_7"": ""0676"", ""agv_8"": ""2825"", ""agv_9"": ""0236""}","{""agv_0"": ""2225"", ""agv_1"": ""2496"", ""agv_10"": ""2345"", ""agv_11"": ""0351"", ""agv_12"": ""0630"", ""agv_13"": ""0555"", ""agv_14"": ""2670"", ""agv_2"": ""0264"", ""agv_3"": ""2676"", ""agv_4"": ""2911"", ""agv_5"": ""2417"", ""agv_6"": ""2926"", ""agv_7"": ""2951"", ""agv_8"": ""2007"", ""agv_9"": ""2068""}","{""base_solver"": ""prioritized_graph_astar"", ""baseline_note"": ""multi-order prioritized planning; full PBS constraint tree deferred"", ""orders_tried"": 1, ""priority_order"": [""agv_0"", ""agv_1"", ""agv_2"", ""agv_3"", ""agv_4"", ""agv_5"", ""agv_6"", ""agv_7"", ""agv_8"", ""agv_9"", ""agv_10"", ""agv_11"", ""agv_12"", ""agv_13"", ""agv_14""]}"
hungarian_cbs,4,15,False,0.0,prioritized_graph_astar,0,63,54750.0,inf,0,0,0.0,0,0.00023039999359752983,0.009659800009103492,0.009890200002701022,"{""agv_0"": ""2828"", ""agv_1"": ""2556"", ""agv_10"": ""2918"", ""agv_11"": ""2287"", ""agv_12"": ""0456"", ""agv_13"": ""2866"", ""agv_14"": ""2384"", ""agv_2"": ""2956"", ""agv_3"": ""2965"", ""agv_4"": ""2029"", ""agv_5"": ""2780"", ""agv_6"": ""0396"", ""agv_7"": ""0676"", ""agv_8"": ""2825"", ""agv_9"": ""0236""}","{""agv_0"": ""2068"", ""agv_1"": ""2496"", ""agv_10"": ""2670"", ""agv_11"": ""2345"", ""agv_12"": ""0351"", ""agv_13"": ""2417"", ""agv_14"": ""0630"", ""agv_2"": ""2926"", ""agv_3"": ""2911"", ""agv_4"": ""2225"", ""agv_5"": ""2951"", ""agv_6"": ""2007"", ""agv_7"": ""0555"", ""agv_8"": ""2676"", ""agv_9"": ""0264""}","{""assigned_agents"": 15, ""assignment"": ""hungarian_goal"", ""external_backend_enabled"": false, ""failed_agent"": ""agv_3""}"
